NDS;DESCRICAO DO SERVICO
493246;FAVOR GERAR NDS PARA TROCA DO TR 8628853305 NO PS 803078267 TRAZER CHAVE E PORTA FUSIVEL BOM ACESSO,  [PS=803078267 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=803078267,TRANSFORMADO QUEIMADO=01  [PS=803078267,01-TRANSF. MONO. 33 KV     10 KVA  PS=803078267,01-CHAVE FUSIVEL C -  POLIMERICA 27KV 300A  ]
493250;TROCAR TRAFO FEITO TESTE A VAZIO TRAFO QUEIMADO,  [PS=622108408 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=622108408,TRANSFORMADOR AVARIADO=1  [PS=622108408,1-TRANSF. TRIF  13.2KV 75KVA OVI  ]
493253;PERCORER CHAVE 80887 DUARANTE O DIA,  [PS=595958009 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=595958009,EMENDAR CONDUTOR(ES=1  
493255;NDS PARA TROCA DE TRIP, ISOLADA POR GLV PARA IDENTIFICACAO CHAVE ABERTA INTERNAMENTE, AO LADO DA ESTRADA FACIL ACESSO,  [PS=949655105 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=949655105,SUBSTITUIR CHAVE UNIPOLAR=1  [PS=949655105,1-CHAVE TRIP. OPER. CARGA 36.2KV 630A MAN.  ]
493257;FAVOR GERAL NDS PARA EMENDA DE CABO 3.2X25 NO PS 612301829 ATE O PS 612301825 E FAZER ROCADA , LOCAL DE DIFICIL ACESSO , CHAVE 8177608055 ABERTA - PS=612301829,PODAR ARVORE=10 PS=612301829,FAZER ROCADA=15 PS=612301829,EMENDAR CONDUTOR(ES=1 
493260;NDS PARA MANUTENCAO EMENDAR CONDUTOR ROMPIDO NO CRUZAMENTO, CH 10147 ABERTA E 840 ABERTA, URGENTE,  [PS=611948383 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=611948383,REPARAR CONDUTOR (TENTOS ROMPENDO=1  [PS=611948383,1-CABO AL NU 4 CA AWG - SEM ALMA  ]
493261;EMENDAR CABO E REFAZER JUMPERS,  [PS=622147819 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=622147819,REFAZER JUMPER=3 PS=622147819,EMENDAR CONDUTOR(ES=1  [PS=622147819,10-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493264;FAVOR GERAR NDS PARA MANUTENCAO APLUMAR POSTE NO PS 777694861, SE POSSIVEL AINDA HOJE OU AMANHA NA PRIMEIRA HORA, ESTE PS ESTA EM ALIMENTADOR GRANDE ,FACIL ACESSO, TERA QUE VIM COM CAMINHAO PRA APLUMAR.,  [PS=777694861 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=NAO  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=777694861,APRUMAR POSTE=1  
493265;FAVOR GERAR NDS PARA MANUTENCAO APLUMAR POSTE NO PS 777694861, SE POSSIVEL AINDA HOJE OU AMANHA NA PRIMEIRA HORA, ESTE PS ESTA EM ALIMENTADOR GRANDE ,FACIL ACESSO, TERA QUE VIM COM CAMINHAO PRA APLUMAR.,
493266;GERADO NDS PARA TROCA DO PS 938325541 TRAZER POSTE DE FIBRA SE POSSIVEL MEIO DE LAVOURA BEM UMIDO CAMINHAOMPODE NAO ENTRAR 1  CRUZETA E ISOLADOR BASTAO DA 13   CHAVE 11230 FICOU ABERTA  CHAVE ATENDE SANEPAR F FOTOS NO GRUPO,  [PS=938325541 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=938325541,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  [PS=938325541,1-CRUZETA POSTE CONCRETO L=2000MM  PS=938325541,1-POSTE DUPLO T B/300/12,0M  PS=938325541,6-ISOL BASTAO POLIMERICO 15KV  ]
493268;EMENDAR CABO 4CAA NO PS 793934162, ACESSO PELA LAVOURA, TEM QUE PUXAR UMA ARVORE COM TIFOR, PARA ISOLAR O TRECHO FICOU ABERTO UM JUMPER NO PS 793934149 E A CHAVE 9558 TAMBEM FICOU ABERTA, AVIARIO NO LOCAL SEM ENERGIA 2 DIAS SEM LUZ,  [PS=793934162 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=793934162,EMENDAR CONDUTOR(ES=1  
493270;EMENDA DE CABO DE ACO 3.2.25 ROMPIDO DO PS 952294049 AO PS 952294043, FAZER DERRUBADA DE ARVORES E ROCADA EM VARIOS PONTOS DO VAO ENTRE ESSES DOIS PS CF 18464 FICOU ABERTA LOCAL DE DIFICIL ACESSO AO MEIO DO POTREIRO FAZER DE DIA,  [PS=952294043 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=952294043,EMENDAR CONDUTOR(ES=1  [PS=952294043,1-CABO  ACO 3.2.25 - 4,87 MM 3 FIOS  ]
493271;NDS COMPLEMENTAR - ABERT0 LA  18219,,,,,CABO AT ROMPIDO ACESSO RUIM ANALISAR PARA FAZERDERRUBADA DE ALGUMAS ARVORES
493272;LIMPEZA DE REDE DE BT, MATA NOS  CABOS DE BT   
493273;EMENDA DE CONDUTOR NO PS 614965847 FICOU ABERTO RA SLT01 E A LA 6584 VEICULO COM CESTO DA AGENCIA FAZ, 187 CLIENTES DESLIGADOS., [PS=614965847 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=614965847,EMENDAR CONDUTOR(ES=1  [PS=614965847,5-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493275;CABO 3,2,25 ROMPIDO NO PS 626929448 CHAVE FICOU ABERTA ACESSO NO MEIO DA INVERNADA INGRIDI,  PS=626929448,EMENDAR CONDUTOR(ES=1   [PS=626929448,1-CABO  ACO 3.2.25 - 4,87 MM 3 FIOS  ]
493276;REFAZER 2 JAMPERS NOS PSS  615243159 E NO PS 615243166, CHAVE SU EM CAMPO 01203 FICOU ABERTA ENERGIZADA PELO RA URC34 LAVOURA NO LOCAL ESTA MOLHADO TERRENO, 3 CLIENTES SEM LUZ, MAS TEM PSICULTURA  [PS=615243166 V4X4=SIM  CESTO=SIM  LV=SIM  CHVAB=SIM  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=615243166,REFAZER JUMPER=2  [PS=615243166,2-CABO  AL NU CAA 2/0 AWG - COM ALMA  ]
493280;EMENDA DE CONDUTOR NO PS 568249462 CF FICOU 05403 ABERTA EUCALIPTO CAIU NA REDE  CABO 4CAA NO LOCAL 4 AVIARIOS NO LOCAL,  [PS=568249462 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=568249462,EMENDAR CONDUTOR(ES=1  
493281;FAZER EMENDA DE BT NO PS 1117402276 E COLOCAR ESPACADORES TRAZER LUVA PARA EMENDA TR H0337 FICOU ABERTO,  [PS=111740227 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=1117402276,EMENDAR CONDUTOR(ES=1  [PS=1117402276,3-CABO  AL NU 2/0 AWG  ]
493282;ERVICO     : EQUIPE      : CA800VEIC. ALOC. : E3U86DATA        : 22/09/25 20:10 POR ADMSODREGIAO      : MRO 01 - MARMELEIROTIPO        : MENSAGEM LIVREMENSAGEM    : GERAR NDS NO PS 951999197 CABO ROMPIDO VAO MUITO LONGO (SERVICO DE EMERGENCIA)
493284;FAVOR GERAR NDS PARA SUBISTITUIR TR QUEIMANDO TR L6452 DE 10 KVA DA 13 KV TRAZER 1 TR 10 KVA 2 CHAVE COMPLETA D A 13 PARA PADRONIZAR CLIENTE PEDE COM URGENCIA TEM BASTANTE VACA DE LEITE (SERVICO DE EMERGENCIA)
493286;GERADO NDS PARA O CESTO FAZER CONEX NA REDE, REDE CENTRALIZADA  PEGOU FOGO NA CAIXA REFAZER CONDUTORES,  [PS=619886876 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=619886876,EMENDAR CONDUTOR(ES=1  
493287;NDS PARA EMEDA DE CABO NO PS 951999197, ACESSO 4X4, CHAVES ABERTAS, TRECHO DE EUCALIPTOS
493289;FAVOR GERAR NDS PARA RETENCIONAR CABOS CAA4AWG NO PS 938798430 CABOS ESTAO BAIXO COM 4,20 MT DE ALTURA REDE FOI ALTERADA CABOS ATRAVESSAM VIA PODENDO ENROSCAR EM CAMINHAO FICOU A CH 84051 ABERTA ATENDE APENAS TIM,
493292;REALIZAR TROCA DE PS NO PS 613998077 POSTE QUEBROU COM QUEDA DE ARVORE NA REDE NO POSTE ERA ANCORADO REDE BT FICOU ABERTO CHAVE QUE ALIMENTA O RAMAL CHAVE 8177604791 DEFEITO DO PS 613998081 ATE PS 788352431 LOCAL DE DEFICIL ACESSO PARA CAMINHAO,  [PS=613998077 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=613998077,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 PS=613998077,EMENDAR CONDUTOR(ES=4  [PS=613998077,2-CABO  AL NU CAA  4 AWG - COM ALMA  PS=613998077,2-CRUZETA  POLIMERICA  PS=613998077,1-POSTE DUPLO T B/300/12,0M  ]
493294;GERAR NDS PARA TROCAR DOIS POSTE QUEBRADO NOS PS 616070453 E PS 616070454  E FASER EMENDAS DE CABOS E TROCAR ISOLADOR NO PS 616070493 FASE B QUEBRADO E RECOLOCAR COBO NO ISOLADOR NO PS 616070467  CHAVE LAMINA FICOU ABERTA  15864   QUE ATENDE A CR 58235  APARTIR DA ESTAO OS DEFEITOS,  [PS=616070453 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=616070453,POSTE AVARIADO/ABALROADO (SUBSTITUIR=2  [PS=616070453,2-POSTE DUPLO T D/150/10.5 M  ]
493301;GERAR NDS PARA MANUTENSAO APRUMAS 3 PSS SENDO O PS 547270000 PS 547270818 PS 547271974 MESMO PS DE ANGULO BASTANTE AGUA NO 0S TALVES SEJA NECESSARIO INSTALAR ESTAIO E E OS OUTROS DOIS PSS CITADOS APOS A APLUMACAO NAO LEVANTAR CABOS  SERA NECESSARIO RETENSIONAR CABOS NESSE VAO DE PSS TRAZER  1 KIT DE ESTAIO CONPLETO CASO SEJA NECESSARIO CABOS ESTAO 4,40 DO SOLO FICOU ABERTO GLV NO PS 950991813 ISOLANDO TRECHO FOI FECHADO CHAVES 91140  24236 ACESSO BOM PARA DE DIA NECESSARIO ABRIR CR 24236 PARA EXECUTAR AS ATIVIDADES SEM FOTOS NOITE FOI RETIRADO EUCALIPTO DA REDE Q CAIU COM VENTO MAIS ACABOU CEDENDO CBOS E PO
493304;FAVOR GERAR NDS PARA EMENDAREM CABO 2.0 POIS FOI MEDIDO E SAO 106 MTS DE CABO PARA SUBSTITUIR POR QUAD 70MM OU TRAZER O CABO 2.0 EM  MENAS QUANTIDADE PARA BATER LUVA E VARIOS PONTOS ROMPIDOS. FACIL ACESSO NA URBANA. TRAFO Y0416 ABERTO TODOS SEM LUZ.,
493307;FAZE EMENDA DE CABO ROMPIDO MO PS 616071060, POSTE ESTA TRINCADO E CEDEU, COM RISCO PARA FAZER DE ESCADA,
493308;ABERTO TR M0843 PS 612830647¦  CABO BT ROMPIDO. GERAR NDS - CA697
493310;TRASER EMENDA E UNS 15M DE CABO 2 TRP0987 ABERTO CABO ROPIDO PS 613427305
493313;GERAR NDS PRA APLUMAR POSTE NO PS 895310148 POSTE DEITOU DEVIDO TERRA UMIDA VALETA AULADO , NECESSARIO RENTERCALA, , REDE FICO MANOBRA POIS CABOS ENCOSTANDO NO CHAO CHAVA 21900 E 63932 E 21534, ABERTA LOCAL DE BOM ACESSO,
493316;NDS PARA TROCAR ISOLAR NO TRONCO DO NIC48 COM LINHA VIVA REDE FICOU LIGADA  PS 613098664 LOCAL DE ACESSO BOM,  [PS=613098664 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=613098664,SUBSTITUIR ISOLADORES=01  [PS=613098664,01-ISOL PILAR PORCELANA 35 KV  ]
493319;PONTO QUENTE NA 8321601296 FICOU ABERTA E SINALIZADA, PENDENTE DE MANOBRAS DE ENERGIZACAO VER +INF
493320;GERAR NDS PARA MANUTENCAO EMENDAR CABO ROMPIDO DO PS 620556949 ATE O PS 620556769 TRAZER 50 METROS DE  CABO 4 COM ALMA FICOU ABERTA A CHAVE 7022 ABERTA A CHAVE 7023 E TAMBEM A CHAVE 13319 CONFIRMADA ABERTA A CHAVE 7009 ABERTA A CHAVE 7022  TRECHO URBANO DE FACIL ACESSO OBS FICOY QUENTE ATE O PE DA CHAVE 7022 ONDE O CABO ESTA ROMPIDO EM UMA ESTRUTURA DE BECO,  [PS=620556769 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=620556769,EMENDAR CONDUTOR(ES=1  
493323;RETIRAR ARVORE DE GRANDE PORTE DA REDE, DO PS 619150844 ATE O PS619150849,
493326;GERAR NDS PRA PODER CONECTAR O JANPER NO PE DA CHAVE TRAZER 1 TERMINAL DO CABO 2 NA CHAVE8321612911 PS618238116
493328;GERAR NDS PRA TROCAR 3 POSTE QUEBRADO NO PS 906039271, AO PS906038401 2 POSTE MULETA E EMENDA CONDUTOR DE AT CHAVE 22372 FICO ABERTA LOCAL DE BOM ACESSO,
493331;GERADO NDS PARA EMENDA DE CONDUTOR CABO 4 AWG COM ALMA - PS=793617993LOCAL DE FACIL ACESSO PELA LAVOURA FICOU ABERTO O RA2856 E LA 2918 PARA ISOLAR TRECHO,   PS=793617993,EMENDAR CONDUTOR(ES=1 PS=793617993,APRUMAR POSTE=0 PS=793617993,PODAR ARVORE=0 PS=793617993,TRANSFORMADOR AVARIADO=0  
493355;GERAR NDS PRA EMENDA CONDUTOR DE AT, ROMPIDO NO PS 899497515 , FICO ABERTO GLV NO PS 89186795, , E A CHAVE 21044 FECHADA LOCAL DE BOM ACESSO,
493359;GERAR NDS PARA IMENDA DE CABO 3.09 NO TR48336 DIFICIL ASESO FASER VARIOS METROS DE ROCADA CHAVE 92403 FICOU ABERTO, - PS=777027451,EMENDAR CONDUTOR(ES=1 
493365;GERADA NDS PARA MANUTENCAO, EQUIPE NAO FEZ POIS O PS ESTA QUEBRADO NO FINAL DA GAVETA, FOI VISTO QUANDO ELEMENTO 1 ESTAVA ACESSANDO A ESTRUTURA ATE O TOPO APOS TER ATERRADO, NAO OFERECENDO SEGURANCA PARA CONCLUIR A TAREFA, RETIRADO ATERRAMENTO COM CUIDAO PARA NAO QUEBRAR ESTRUTURALAMINA 8929 ABERTA E LAMINA 9519 TAMBEM ESTA ABERTA NO LOCAL,E A CF 9518. FACIL ACESSO PARA CAMINHAO SE NAO CHOVER MAIS,  [PS=945481713 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=945481713,REFAZER JUMPER=1  [PS=945481713,1-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493366;SUBISTITUIR DOIS POSTE QUEBRADO UM TR MONO E DUAS CRUZETAS NO PS 612869794 LOCAL NO MEIO DA LAVOURA CHAVE ABERTA 05335,  [PS=612869704 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=612869704,POSTE IRREGULAR (SUBSTITUIR/REALOCAR=2  [PS=612869704,2-POSTE DUPLO T B/300/12,0M  PS=612869704,2-CRUZETA POSTE CONCRETO L=2000MM  PS=612869704,1-TRANSF. MONO  10KVA OVI  ]
493370;CAVE  11313 ABERTO FASER IMENDA DE CONDUTOR   PS 939439145 ATE O PS 939439142 CABO 4AWG   BOM ASSESSO,  [PS=603892435 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=603892435,EMENDAR CONDUTOR(ES=1  
493372;FAZER EMENDA DE CABO NO PS 94369175 ATE O PS 943639097 LOCAL DIFICIL ACESSO NECESSARIO TRAZER UNS 200MT DE CABO POIS O MESMO ESTA COM MUITAS EMENDA, FOI ABERTO AS CHAVES NOS PS E DEIXADO O RESTANTE ENERGIZADO,  [PS=943639175 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=943639175,EMENDAR CONDUTOR(ES=1  [PS=943639175,90-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493373;EMENDA DE CABO AT PS 784984433 ATE O PS 931470308 SOMENTE IMENDA DE CABO 4WG CHAVE 8321634366 SE POSSIVEL TRAZER 3 BASTAO DA 34
493377;SERVICO     : EQUIPE      : CA095VEIC. ALOC. : E2186DATA        : 23/09/25 00:39 POR ADMSODREGIAO      : GOX 11 - URB E RUR1TIPO        : MENSAGEM LIVREMENSAGEM    : GERAR NDS PR FAZER EMENDA DE CABO 4 NO PS626966334 VIM DE DIA CHAVE 21334 FICOU ABERTA FOI MANDADO MACRO DE NS MA DE INCONCONSSISTECIA MENSAGEM LIVRE PRA REFORCAR INFORMACAO (SERVICO DE EMERGENCIA)
493379;GERAR NDS PR FAZER EMENDA DE CABO 3X2X35 NO PS 779981653 FEITO CORTE NO CABO NESSE PS TRAZER 25 MT CABO 3X2X25 DERRETEU UM PEDACO VAO LONGO VIM DE DIA OK TRAZER DUAS EMENNDA FECHAR O TR 47704 TA ABERTO NAO CHEGAMOS A NOITE CAO SOLTO ABRIR A CHAVE LA 8628891222 PR FAZER SERVICO OK CHAVE 92404 FOI FECHADA AS 23H22MIN,
493381;FAZER EMENDA DE JAMPER CRUZAMENTO AEREO CABO COBERTO  CRUZAMENTO 550557984 ..ABRIR CHAVE 13878,  [PS=550557984 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=550557984,EMENDAR CONDUTOR(ES=1  [PS=550557984,1-CABO DE ALUM. COBERTO 15KV 35MM  ]
493382;GERAR NDS PARA REFAZER JUMPER DA CR 00313 LADO FONTE A MESMA FICOU ABERTA E SINALIZADA,  [PS=785290924 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=785290924,REFAZER JUMPER=1  
493383;FAZER PODAS E EMENDAR CABO ROMPIDP TRAZER CABO 2 30 MTS E EMENDA TRAZER TBM PORTA FUSIVEL DA 15KV 2PORTA FUSIVEL E ESPACDORES,  [PS=625667252 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=625667252,PODAR ARVORE=2  [PS=625667252,30-CABO AL NU 2 AWG  ]
493389;GERAR NDS PARA TROCAR 3 CF MARTELO E PARA RAIO TR49460 RUI ASESO PARA FASER O FEXAMENTO TEM Q ENTRA EN TERRENO DOS CLI PARA DAR O ANGULO DA PARA SER TROCADO QUANDO TIVE POCO CERVISO,  [PS=776997792 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=776997792,SUBSTITUIR CHAVE UNIPOLAR=3  
493391;TRAZER CABO PRA EMENDA,  [PS=773431716 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=773431716,EMENDAR CONDUTOR(ES=3  
493392;SERVICO     : EQUIPE      : CA066VEIC. ALOC. : E3F97DATA        : 22/09/25 22:52 POR ADMSODREGIAO      : BRO 01 - BARRACAOTIPO        : MENSAGEM LIVREMENSAGEM    : FAVOR DEIXAR GERADO NDS PRA EQUIPE DE LINHA VIVA COLOCAR ESTRIVO NOVO NA FASE B LADO FONTE NO RA 8324009880 , DEVIDO VENTANIA FORTE E TEMPORAL ACABOU SOLTANDO ESTRIVO E TAVA COM FALTA DE FASE , NO MOMENTO RA ESTA BAIPASSADO , SOBRE ACESSO CAMINHAO CHEGA ATE O LOCAL DO SERVICO (SERVICO DE EMERGENCIA)
493395;SUBS DO PS 630410589 QUE JA ESTAVA COM A CRUZETA REBAIXADA MESMO ABALRRUOU QUEBRANDO R FICOU ABERTO A SU 71020 ESQUENTADA PELO LADO CONTRARIO FICOU ABERTA A SU 71231 E FECHADA A SU 71787 E ABERTO ENTRADA E SAIDA DO RA 07884 NO LOCAL TERA QUE SER POSTE DE FIBRA POIS O CAMINHAO NAO TEM ACESSO  [PS=630410589 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=630410589,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 PS=630410589,SUBSTITUIR CRUZETA(S=1 PS=630410589,TRANSFORMADOR AVARIADO=1  [PS=630410589,1-POSTE FIBRA VIDRO F/600/10,5M  PS=630410589,1-CRUZETA  POLIMERICA  PS=630410589,1-TRANSF. MONO. 33 KV     10 KVA  ]
493398;CABO PEGANDO FOGO NO CHAO  - PROX TRAFO  89180C0581 --- EQUIPE CA615  ISOLOU
493402;-- GERADO NDS NO PS 615156323 E PS 556023022, CABOS ROMPIDOS E FORA DO ISOLADOR.
493404;GERAR NDS PARA MANUTENCAO EMENDAR CABO ISOLADO DE AT 13KV  COMPACTA  VAI PRECISAR DE 5 MTS DE CABO ISOLADO QUE DERRETEU  CABO ROMPEU NO ESTRIBO DO GLV,  [PS=601195405 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=601195405,PODAR ARVORE=01 PS=601195405,APRUMAR POSTE=01 PS=601195405,EMENDAR CONDUTOR(ES=01 PS=601195405,TRANSFORMADOR COM VAZAMENTO=01  
493406;REFAZER CONEXO CF16136 TERMINAL DE COBRE ENTRADA DA MESMA,  [PS=621829092 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=621829092,SUBSTITUIR GLV (S=1  [PS=621829092,1-CABO COBRE XLPE 0,6/1KV 16 MM2  ]
493409;FAVOR GERAR NDS PRQ LINHA VIVA FASER A TROCA DO PS 772122455 O MESMO ESTA QUEBRADO SEGUNDO INFORMACAO DA NOC CAMINHAO BATEU MAS VEICULO CAUSADOR NAO TA NO LOCAL  ACESSO BOM NAO FICOU NINGUEM FORA MAS FASER O QUANTO ANTES QUE POSSIVEL,  [PS=772122455 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=772122455,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  
493411;REPOSICIONAR OS ESPACADORES LOSANGULAR CORRETAMENTE NOS VAO DA COMPACTA ENTRE PS 597225553 AO 597225470,  [PS=597225553  V4X4=NAO  CESTO=SIM  CHVAB=NAO  JUMPAB=NAO  LV=SIM  CONSDESLIG=NAO  RISCOACID=NAO  AVARIANAREDE=NAO  TODAREDEINSP=SIM  FONTESUB=NAO]  PS=597225553,REFAZER AMARRACAO DO ESPACADOR LOSANGULAR=20  
493417;REFAZER JUMPER ROMPIDO FASE B QUE ATENDE A CH13232, A MESMA FICOU ABERTA ISOLANDO O DEFEITO, FOI INVERTIDO O CIRCUITO E FECHADO PELA CH 8025 AS 0910,  [PS=622129040 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=SIM  JUMPAB=SIM  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=622129040,REFAZER JUMPER=1  
